frame,second,id,label,bbox,distance_m,speed_kmh
182,7.28,31,car,"115,428,174,448",23.31,112.13
182,7.28,33,car,"363,417,402,434",35.26,94.45
183,7.32,1,car,"1102,391,1279,520",7.77,83.71
183,7.32,3,car,"811,405,924,484",12.17,85.75
183,7.32,31,car,"80,428,162,452",16.77,108.8
183,7.32,33,car,"323,424,372,436",28.06,104.13
183,7.32,34,car,"524,414,548,424",57.29,104.41
184,7.36,1,car,"1103,390,1279,522",7.81,83.32
184,7.36,3,car,"811,405,926,485",11.96,85.15
184,7.36,31,car,"61,432,130,454",19.93,104.85
184,7.36,33,car,"322,422,360,437",36.18,106.33
184,7.36,34,car,"526,414,549,426",59.78,104.43
185,7.4,1,car,"1108,393,1279,522",8.04,82.94
185,7.4,3,car,"809,404,925,486",11.85,84.69
185,7.4,31,car,"28,430,112,454",16.37,102.49
186,7.44,1,car,"1107,393,1279,522",7.99,82.94
186,7.44,3,car,"808,403,926,485",11.65,84.74
186,7.44,31,car,"1,432,79,456",17.63,102.38
186,7.44,35,car,"298,424,331,438",41.67,101.73
187,7.48,1,car,"1110,393,1279,524",8.14,82.97
187,7.48,3,car,"811,405,925,487",12.06,84.85
187,7.48,31,car,"-11,432,55,456",20.83,103.76
188,7.52,1,car,"1110,392,1279,523",8.14,83.3
188,7.52,3,car,"808,405,928,487",11.46,85.32
188,7.52,36,car,"253,430,283,445",45.83,107.75
188,7.52,37,car,"604,410,625,421",65.48,119.65
189,7.56,1,car,"1107,391,1280,523",7.95,83.53
189,7.56,3,car,"808,405,927,486",11.55,85.53
190,7.6,1,car,"1110,390,1280,522",8.09,84.06
190,7.6,3,car,"808,404,925,486",11.75,86.16
191,7.64,1,car,"1113,387,1280,520",8.23,84.11
191,7.64,3,car,"810,404,928,484",11.65,86.4
192,7.68,1,car,"1111,388,1280,522",8.14,84.29
192,7.68,3,car,"807,404,928,484",11.36,86.59
192,7.68,38,car,"466,417,498,429",42.97,98.29
192,7.68,39,car,"583,410,604,423",65.48,107.87
193,7.72,1,car,"1109,389,1280,522",8.04,83.66
193,7.72,3,car,"807,404,925,484",11.65,85.55
193,7.72,39,car,"584,410,606,422",62.5,99.46
194,7.76,1,car,"1110,389,1279,523",8.14,83.65
194,7.76,3,car,"807,403,925,483",11.65,85.55
195,7.8,1,car,"1115,391,1279,525",8.38,83.02
