frame,second,id,label,bbox,distance_m,speed_kmh
649,25.96,83,car,"690,421,752,452",22.18,113.47
649,25.96,85,car,"0,503,1279,715",1.08,81.58
650,26.0,74,car,"464,411,583,485",11.55,107.57
650,26.0,85,car,"0,517,1279,715",1.08,81.69
651,26.04,74,car,"449,411,578,492",10.66,105.51
652,26.08,74,car,"436,411,576,497",9.82,102.39
652,26.08,86,car,"0,525,1280,715",1.07,80.98
652,26.08,87,car,"659,414,711,447",26.44,104.03
653,26.12,74,car,"423,412,566,501",9.62,99.64
653,26.12,86,car,"0,528,1280,715",1.07,80.99
653,26.12,87,car,"653,415,700,450",29.26,107.18
654,26.16,74,car,"411,410,560,502",9.23,96.79
654,26.16,86,car,"0,542,1280,715",1.07,81.03
654,26.16,87,car,"651,415,696,449",30.56,108.3
655,26.2,74,car,"397,410,552,506",8.87,94.51
655,26.2,86,car,"0,525,1280,715",1.07,81.0
655,26.2,87,car,"645,411,692,447",29.26,108.99
656,26.24,74,car,"354,410,544,515",7.24,93.71
656,26.24,86,car,"0,535,1280,715",1.07,81.06
656,26.24,87,car,"640,415,682,451",32.74,112.0
656,26.24,87,car,"639,415,682,451",31.98,116.01
657,26.28,74,car,"354,404,539,521",7.43,93.25
657,26.28,87,car,"632,411,694,452",22.18,116.21
658,26.32,74,car,"340,407,524,525",7.47,92.81
658,26.32,87,car,"629,408,692,453",21.83,115.11
659,26.36,74,car,"307,405,521,534",6.43,92.94
659,26.36,87,car,"634,409,684,449",27.5,115.69
659,26.36,88,car,"679,409,708,433",47.41,139.0
660,26.4,74,car,"279,403,512,537",5.9,92.55
660,26.4,87,car,"630,412,683,447",25.94,112.9
660,26.4,88,car,"678,407,706,429",49.11,134.74
661,26.44,74,car,"254,397,497,543",5.66,91.49
661,26.44,88,car,"690,403,712,424",62.5,133.4
662,26.48,74,car,"219,394,483,548",5.21,91.34
663,26.52,74,car,"143,390,471,569",4.19,91.65
663,26.52,89,car,"655,393,715,438",22.92,104.44
664,26.56,74,car,"68,389,453,588",3.57,91.89
664,26.56,89,car,"627,397,674,447",29.26,113.25
665,26.6,74,car,"-21,385,428,594",3.06,92.6
665,26.6,89,car,"592,401,674,450",16.77,117.76
665,26.6,90,car,"682,398,709,422",50.93,152.29
666,26.64,89,car,"595,397,670,447",18.33,115.37
666,26.64,90,car,"679,394,707,420",49.11,146.41
666,26.64,90,car,"679,393,707,420",49.11,144.45
666,26.64,91,car,"2,385,403,615",3.43,84.15
667,26.68,91,car,"1,384,368,668",3.75,84.67
668,26.72,91,car,"0,377,327,680",4.2,84.75
668,26.72,92,car,"659,401,703,434",31.25,118.32
668,26.72,93,car,"594,407,660,449",20.83,105.54
669,26.76,91,car,"0,379,291,675",4.73,86.19
669,26.76,92,car,"663,400,704,432",33.54,136.84
669,26.76,93,car,"585,404,655,450",19.64,116.1
670,26.8,91,car,"0,375,212,654",6.49,86.65
670,26.8,93,car,"573,393,648,451",18.33,114.23
671,26.84,93,car,"560,403,627,449",20.52,115.07
671,26.84,94,car,"0,457,128,679",10.74,93.55
671,26.84,95,car,"659,402,690,430",44.35,135.97
672,26.88,93,car,"559,400,632,455",18.84,113.45
673,26.92,93,car,"546,409,633,461",15.8,113.2
673,26.92,96,car,"655,397,694,432",35.26,117.2
674,26.96,93,car,"539,415,600,456",22.54,106.77
679,27.16,97,car,"680,403,705,424",55.0,142.57
680,27.2,97,car,"683,406,709,424",52.88,213.32
680,27.2,97,car,"684,407,709,424",55.0,236.9
680,27.2,98,car,"616,408,658,450",32.74,205.64
680,27.2,99,car,"542,418,578,450",38.19,226.58
705,28.2,100,person,"468,380,541,525",18.84,270.69
706,28.24,100,person,"452,376,523,535",19.37,201.21
706,28.24,101,car,"278,385,520,532",5.68,101.05
706,28.24,102,car,"632,410,680,449",28.65,186.14
707,28.28,100,person,"394,345,505,520",12.39,170.84
707,28.28,102,car,"632,409,678,445",29.89,143.69
708,28.32,100,person,"381,364,485,517",13.22,184.76
710,28.4,103,car,"495,444,932,528",3.15,84.81
712,28.48,104,car,"1,331,409,671",3.37,88.33
712,28.48,105,car,"614,407,670,452",24.55,140.72
713,28.52,104,car,"1,325,345,638",4.0,85.82
714,28.56,104,car,"1,286,295,649",4.68,84.75
714,28.56,106,car,"607,408,654,451",29.26,95.42
718,28.72,107,car,"582,400,650,451",20.22,93.92
719,28.76,107,car,"578,399,636,454",23.71,94.83
721,28.84,108,car,"557,391,620,452",21.83,93.84
723,28.92,109,car,"538,386,612,454",18.58,92.68
724,28.96,109,car,"534,386,601,456",20.52,92.7
725,29.0,109,car,"519,385,595,457",18.09,92.93
726,29.04,109,car,"500,383,586,456",15.99,93.45
727,29.08,109,car,"489,379,580,458",15.11,92.44
728,29.12,109,car,"476,378,574,460",14.03,91.79
729,29.16,109,car,"462,378,562,465",13.75,90.83
730,29.2,109,car,"447,374,558,467",12.39,89.83
731,29.24,109,car,"428,374,552,473",11.09,88.61
732,29.28,109,car,"410,376,541,479",10.5,88.87
733,29.32,109,car,"391,371,533,484",9.68,88.94
734,29.36,109,car,"372,369,515,490",9.62,89.59
736,29.44,110,car,"346,363,496,504",9.17,83.2
737,29.48,110,car,"338,363,489,510",9.11,83.47
738,29.52,110,car,"297,361,471,519",7.9,85.9
740,29.6,111,car,"220,354,449,539",6.0,81.88
747,29.88,112,car,"0,296,249,668",5.52,84.6
788,31.52,113,traffic light,"870,276,955,363",16.18,108.68
788,31.52,114,traffic light,"867,289,925,367",23.71,122.03
798,31.92,115,car,"0,427,1280,714",1.07,81.13
799,31.96,115,car,"0,427,1280,714",1.07,81.18
800,32.0,115,car,"0,432,1280,715",1.07,81.22
802,32.08,116,car,"0,438,1280,714",1.07,81.04
804,32.16,117,car,"0,433,1280,714",1.07,80.81
815,32.6,118,car,"0,438,1280,715",1.07,81.02
816,32.64,119,car,"761,411,802,436",33.54,108.43
821,32.84,120,car,"759,412,797,433",36.18,365.1
822,32.88,120,car,"756,411,796,434",34.38,311.56
823,32.92,120,car,"752,409,795,435",31.98,279.23
824,32.96,120,car,"757,410,798,441",33.54,265.68
835,33.4,121,car,"689,407,757,444",20.22,98.24
836,33.44,121,car,"685,405,748,444",21.83,97.0
837,33.48,121,car,"673,402,743,444",19.64,95.42
838,33.52,121,car,"657,402,737,446",17.19,94.23
839,33.56,121,car,"645,402,731,447",15.99,93.71
840,33.6,121,car,"639,403,722,449",16.57,92.1
840,33.6,122,car,"0,449,1280,714",1.07,80.65
841,33.64,121,car,"639,404,713,448",18.58,91.25
841,33.64,123,car,"844,430,888,478",31.25,99.15
842,33.68,121,car,"632,403,706,448",18.58,91.15
842,33.68,123,car,"842,429,895,479",25.94,97.7
843,33.72,121,car,"624,403,699,448",18.33,91.33
843,33.72,123,car,"836,426,895,478",23.31,96.19
844,33.76,121,car,"611,404,688,451",17.86,90.93
844,33.76,123,car,"830,422,893,479",21.83,93.96
845,33.8,121,car,"604,405,682,454",17.63,90.53
845,33.8,123,car,"821,418,889,479",20.22,92.44
846,33.84,121,car,"591,405,673,457",16.77,89.69
847,33.88,121,car,"582,406,668,460",15.99,88.84
848,33.92,121,car,"567,407,662,461",14.47,88.35
848,33.92,124,car,"0,464,1280,713",1.07,80.48
849,33.96,121,car,"551,411,646,467",14.47,88.67
849,33.96,124,car,"0,470,1280,714",1.07,80.63
850,34.0,121,car,"544,411,642,469",14.03,88.52
850,34.0,124,car,"0,499,1280,714",1.07,80.82
851,34.04,121,car,"527,411,631,471",13.22,88.87
851,34.04,124,car,"0,517,1280,715",1.07,80.96
852,34.08,121,car,"519,410,622,474",13.35,88.67
852,34.08,124,car,"0,549,1280,714",1.07,81.08
853,34.12,121,car,"503,408,611,478",12.73,88.43
853,34.12,124,car,"0,567,1280,716",1.07,81.29
854,34.16,121,car,"493,407,601,482",12.73,87.82
854,34.16,124,car,"0,549,1280,714",1.07,81.23
855,34.2,121,car,"482,408,596,482",12.06,88.31
